"GEO","ISCED11","TIME","SEX","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Males","Thousand","Employed persons","Forestry and logging","1.6","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Total","Thousand","Employed persons","Forestry and logging","1.8","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Males","Thousand","Employed persons","Forestry and logging","1.5","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Total","Thousand","Employed persons","Forestry and logging","1.2","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Males","Thousand","Employed persons","Forestry and logging","1.2","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Total","Thousand","Employed persons","Forestry and logging","2.0","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Males","Thousand","Employed persons","Forestry and logging","2.0","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Total","Thousand","Employed persons","Forestry and logging","1.6","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Males","Thousand","Employed persons","Forestry and logging","1.5","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Total","Thousand","Employed persons","Forestry and logging","1.8","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Males","Thousand","Employed persons","Forestry and logging","1.5","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Total","Thousand","Employed persons","Forestry and logging","1.9","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Males","Thousand","Employed persons","Forestry and logging","1.7","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Total","Thousand","Employed persons","Forestry and logging","1.7","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Males","Thousand","Employed persons","Forestry and logging","1.7","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Total","Thousand","Employed persons","Forestry and logging","2.1","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Males","Thousand","Employed persons","Forestry and logging","1.9","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Tertiary education (levels 5-8)","2008","Total","Thousand","Employed persons","Forestry and logging","1.7","bu"
"Slovenia","Tertiary education (levels 5-8)","2008","Males","Thousand","Employed persons","Forestry and logging","1.3","bu"
"Slovenia","Tertiary education (levels 5-8)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Slovenia","Tertiary education (levels 5-8)","2009","Total","Thousand","Employed persons","Forestry and logging","1.8","u"
"Slovenia","Tertiary education (levels 5-8)","2009","Males","Thousand","Employed persons","Forestry and logging","1.3","u"
"Slovenia","Tertiary education (levels 5-8)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Tertiary education (levels 5-8)","2010","Total","Thousand","Employed persons","Forestry and logging","1.3","u"
"Slovenia","Tertiary education (levels 5-8)","2010","Males","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Tertiary education (levels 5-8)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Tertiary education (levels 5-8)","2011","Total","Thousand","Employed persons","Forestry and logging","1.1","u"
"Slovenia","Tertiary education (levels 5-8)","2011","Males","Thousand","Employed persons","Forestry and logging","0.8","u"
"Slovenia","Tertiary education (levels 5-8)","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Tertiary education (levels 5-8)","2012","Total","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Tertiary education (levels 5-8)","2012","Males","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Tertiary education (levels 5-8)","2012","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Tertiary education (levels 5-8)","2013","Total","Thousand","Employed persons","Forestry and logging","0.5","u"
"Slovenia","Tertiary education (levels 5-8)","2013","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Tertiary education (levels 5-8)","2013","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Tertiary education (levels 5-8)","2014","Total","Thousand","Employed persons","Forestry and logging","1.3","bu"
"Slovenia","Tertiary education (levels 5-8)","2014","Males","Thousand","Employed persons","Forestry and logging","1.3","bu"
"Slovenia","Tertiary education (levels 5-8)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bc"
"Slovenia","Tertiary education (levels 5-8)","2015","Total","Thousand","Employed persons","Forestry and logging","1.7","u"
"Slovenia","Tertiary education (levels 5-8)","2015","Males","Thousand","Employed persons","Forestry and logging","1.7","u"
"Slovenia","Tertiary education (levels 5-8)","2015","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Tertiary education (levels 5-8)","2016","Total","Thousand","Employed persons","Forestry and logging","1.0","u"
"Slovenia","Tertiary education (levels 5-8)","2016","Males","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Tertiary education (levels 5-8)","2016","Females","Thousand","Employed persons","Forestry and logging",":","c"
